Date,y,close_kospi,dubai,close_diff,hybb,keyword
2016-04-21,1130.099976,2022.1,41.7,1.331,3.74,30.87611
2016-04-22,1138.25,2015.49,41.01,1.354,3.73,22.42257
2016-04-25,1147.650024,2014.55,40.86,1.375,3.75,27.15316
2016-04-26,1148.52002,2019.63,40.83,1.387,3.7,23.93932
2016-04-27,1144.880005,2015.4,42.59,1.2720000000000002,3.72,22.54985
2016-04-28,1146.099976,2000.93,43.22,1.267,3.68,26.12431
2016-04-29,1134.0,1994.15,44.26,1.2799999999999998,3.74,33.0717
2016-05-02,1143.0,1978.15,44.26,1.322,3.76,33.45354
2016-05-03,1135.5,1986.41,43.03,1.264,3.9,22.21043
2016-05-04,1149.97998,1976.71,42.05,1.263,3.96,33.34747
2016-05-05,1164.75,1976.71,42.45,1.233,4.02,9.84302
2016-05-06,1164.5,1976.71,42.2,1.27,4.06,9.1854
2016-05-09,1167.339966,1967.81,42.84,1.25,4.1,39.31904
2016-05-10,1173.050049,1982.5,41.23,1.25,4.03,38.21595
2016-05-11,1169.329956,1980.1,42.18,1.229,3.99,28.23504
2016-05-12,1162.900024,1977.49,44.65,1.2189999999999999,3.94,27.8638
2016-05-13,1167.400024,1966.99,44.39,1.173,4,23.68476
2016-05-16,1174.900024,1967.91,45.35,1.2149999999999999,3.91,42.08739
2016-05-17,1176.449951,1968.06,45.68,1.21,3.87,33.11412
2016-05-18,1173.329956,1956.73,45.76,1.245,3.78,41.24946
2016-05-19,1186.849976,1946.78,44.75,1.226,3.92,46.92405
2016-05-20,1185.449951,1947.67,45.65,1.21,3.84,32.49893
2016-05-23,1188.459961,1955.25,44.87,1.1829999999999998,3.84,38.01442
2016-05-24,1181.550049,1937.68,44.55,1.2229999999999999,3.77,32.00042
2016-05-25,1185.550049,1960.51,45.27,1.199,3.71,26.42129
2016-05-26,1178.849976,1957.06,45.74,1.181,3.75,26.26219
2016-05-27,1177.949951,1969.17,45.31,1.1909999999999998,3.74,33.81417
2016-05-30,1184.25,1967.13,45.54,1.182,3.74,37.54773
2016-05-31,1198.449951,1983.4,45.9,1.1789999999999998,3.71,32.29741
2016-06-01,1187.73999,1982.72,45.44,1.161,3.75,20.63003
2016-06-02,1190.150024,1985.11,46.17,1.129,3.76,20.17394
2016-06-03,1184.300049,1985.84,46.28,1.111,3.84,23.87568
2016-06-06,1161.589966,1985.84,45.91,1.1440000000000001,3.75,10.50063
2016-06-07,1157.900024,2011.63,46.82,1.1360000000000001,3.69,64.99787
2016-06-08,1154.5,2027.08,47.99,1.129,3.63,36.8795
2016-06-09,1150.25,2024.17,48.98,1.112,3.67,36.7204
2016-06-10,1156.199951,2017.63,48.23,1.097,3.79,26.64403
2016-06-13,1169.47998,1979.06,47.06,1.079,3.86,32.09588
2016-06-14,1170.150024,1972.03,46.3,1.0739999999999998,3.99,33.35808
2016-06-15,1173.390015,1968.83,46.09,1.064,3.97,31.88375
2016-06-16,1166.699951,1951.99,44.93,1.0779999999999998,4.08,29.15782
2016-06-17,1169.579956,1953.4,44.48,1.1099999999999999,3.97,18.79507
2016-06-20,1168.560059,1981.12,46.53,1.144,3.8,39.2448
2016-06-21,1159.349976,1982.7,46.4,1.1720000000000002,3.8,41.55706
2016-06-22,1151.599976,1992.58,47.12,1.127,3.77,29.97454
2016-06-23,1149.900024,1986.71,46.48,1.1640000000000001,3.65,35.03394
2016-06-24,1141.26001,1925.24,45.47,1.084,4.08,89.71149
2016-06-27,1170.609985,1926.85,45.11,0.9909999999999999,4.29,93.47687
2016-06-28,1177.650024,1936.22,44.55,1.02,4.2,53.39414
2016-06-29,1165.380005,1956.36,45.73,1.0639999999999998,4.02,46.48918
2016-06-30,1152.150024,1970.35,46.46,1.0330000000000001,4,66.54645
2016-07-01,1151.25,1987.32,45.19,1.011,3.92,62.30377
2016-07-04,1148.0,1995.3,46.97,0.9930000000000001,3.92,42.36317
2016-07-05,1151.400024,1989.85,45.01,0.938,3.97,24.50148
2016-07-06,1154.949951,1953.12,45.01,0.923,3.94,30.2291
2016-07-07,1155.25,1974.08,44.99,0.9299999999999999,3.83,22.87865
2016-07-08,1155.650024,1963.1,42.5,0.8880000000000001,3.71,25.49851
2016-07-11,1147.709961,1988.54,41.97,0.939,3.53,46.41493
2016-07-12,1148.069946,1991.23,42.58,1.003,3.38,26.32583
2016-07-13,1141.0,2005.55,43.41,0.9740000000000001,3.49,26.36826
2016-07-14,1142.650024,2008.77,42.31,1.021,3.37,40.44336
2016-07-15,1129.25,2017.26,42.59,1.049,3.34,50.54094
2016-07-18,1136.599976,2021.11,43.38,1.073,3.35,39.58421
2016-07-19,1133.050049,2016.89,42.21,1.052,3.37,34.9703
2016-07-20,1139.199951,2015.46,42.24,1.025,3.31,24.78786
2016-07-21,1140.949951,2012.22,42.73,1.022,3.33,26.98345
2016-07-22,1136.050049,2010.34,41.63,1.029,3.32,25.12728
2016-07-25,1134.0,2012.32,41.38,1.028,3.32,26.19855
2016-07-26,1141.530029,2027.34,40.37,1.008,3.37,22.40135
2016-07-27,1134.550049,2025.05,40.59,0.9709999999999999,3.41,19.88756
2016-07-28,1129.050049,2021.1,39.88,0.994,3.45,44.25116
2016-07-29,1123.349976,2016.19,38.64,0.951,3.53,46.51039
2016-08-01,1109.949951,2029.61,40.04,1.024,3.61,85.38396
2016-08-02,1105.449951,2019.03,38.85,1.0550000000000002,3.63,61.37038
2016-08-03,1111.839966,1994.79,38.54,1.039,3.62,39.81756
2016-08-04,1113.449951,2000.03,39.99,0.9989999999999999,3.57,35.01272
2016-08-05,1109.949951,2017.94,41.22,1.0430000000000001,3.41,33.35808
2016-08-08,1113.349976,2031.12,41.59,1.037,3.38,37.1977
2016-08-09,1104.650024,2043.78,41.59,1.004,3.35,32.02163
2016-08-10,1099.900024,2044.64,41.34,0.9789999999999999,3.38,55.13364
2016-08-11,1094.25,2048.8,40.49,1.0139999999999998,3.3,62.61137
2016-08-12,1095.949951,2050.47,42.89,0.968,3.34,28.66991
2016-08-15,1102.47998,2050.47,44.43,1.014,3.25,8.59142
2016-08-16,1097.359985,2047.76,45.74,1.028,3.2,45.30123
2016-08-17,1094.030029,2043.75,45.85,0.963,3.23,40.72974
2016-08-18,1104.5,2055.47,46.65,0.9640000000000001,3.24,30.75943
2016-08-19,1106.959961,2056.24,47.26,0.9940000000000001,3.19,38.33262
2016-08-22,1117.390015,2042.16,46.85,0.9610000000000001,3.23,42.82986
2016-08-23,1122.569946,2049.93,45.38,0.9580000000000001,3.19,26.84556
2016-08-24,1119.390015,2043.76,45.96,0.978,3.19,27.84259
2016-08-25,1119.790039,2042.92,45.59,0.9930000000000001,3.2,31.16249
2016-08-26,1114.130005,2037.5,44.62,1.0219999999999998,3.1,28.30929
2016-08-29,1121.75,2032.35,45.82,0.96,3.16,53.57445
2016-08-30,1118.329956,2039.74,46.16,0.9740000000000001,3.14,32.42469
2016-08-31,1118.380005,2034.65,44.79,0.9820000000000001,3.2,31.08824
2016-09-01,1114.439941,2032.72,42.98,0.9750000000000001,3.22,28.41535
2016-09-02,1116.599976,2038.31,41.71,1.016,3.2,27.535
2016-09-05,1114.849976,2060.08,44.28,1.016,3.2,47.64531
2016-09-06,1103.430054,2066.53,43.4,0.979,3.22,27.99109
2016-09-07,1094.589966,2061.88,43.67,0.976,3.19,65.58124
2016-09-08,1088.800049,2063.73,44.83,1.033,3.14,36.084
2016-09-09,1097.390015,2037.87,45.45,1.105,3.23,30.55791
2016-09-12,1103.599976,1991.48,45.45,1.1039999999999999,3.3,42.19346
2016-09-13,1107.459961,1999.36,43.69,1.149,3.32,29.23207
2016-09-14,1126.530029,1999.36,43.57,1.0819999999999999,3.35,10.52184
2016-09-15,1125.75,1999.36,42.04,1.097,3.36,6.59736
2016-09-16,1123.599976,1999.36,42.34,1.083,3.36,7.22316
2016-09-19,1124.900024,2015.78,42.43,1.096,3.35,43.52991
2016-09-20,1118.439941,2025.71,41.99,1.074,3.34,28.10776
2016-09-21,1116.150024,2035.99,43.08,1.034,3.32,31.4913
2016-09-22,1104.369995,2049.7,43.58,1.0300000000000002,3.22,38.21595
2016-09-23,1101.98999,2054.07,43.39,1.0370000000000001,3.24,17.96775
2016-09-26,1101.800049,2047.11,42.15,1.0060000000000002,3.29,21.11794
2016-09-27,1107.459961,2062.82,43.13,0.9820000000000001,3.31,33.19898
2016-09-28,1095.900024,2053.06,42.37,0.9840000000000001,3.29,28.35171
2016-09-29,1091.079956,2068.72,44.65,0.9780000000000001,3.26,19.38905
2016-09-30,1101.619995,2043.63,45.11,1.0050000000000001,3.23,12.8235
2016-10-03,1102.150024,2043.63,47.87,1.013,3.19,10.06576
2016-10-04,1103.23999,2054.86,47.83,1.064,3.13,20.90581
2016-10-05,1115.359985,2053.0,48.83,1.072,3.08,24.49087
2016-10-06,1113.180054,2065.3,48.77,1.1,3.05,18.46627
2016-10-07,1114.890015,2053.8,50.07,1.084,3.06,16.21764
2016-10-10,1115.849976,2056.82,48.9,1.126,3.06,19.26177
2016-10-11,1106.619995,2031.93,50.01,1.1179999999999999,3.06,25.27577
2016-10-12,1123.680054,2033.73,50.03,1.083,3.06,24.09843
2016-10-13,1123.810059,2015.44,49.07,1.089,3.12,29.94272
2016-10-14,1128.119995,2022.66,49.88,1.145,3.04,16.68434
2016-10-17,1136.050049,2027.61,49.12,1.116,3.08,43.41323
2016-10-18,1135.630005,2040.43,49.23,1.088,3.04,22.22104
2016-10-19,1124.619995,2040.94,49.67,1.105,3,22.80441
2016-10-20,1119.609985,2040.6,49.66,1.109,2.97,20.23759
2016-10-21,1130.22998,2033.0,48.82,1.084,2.98,20.51336
2016-10-24,1135.599976,2047.74,49.48,1.111,2.96,24.8515
2016-10-25,1134.380005,2037.17,49.2,1.101,2.96,15.24183
2016-10-26,1129.099976,2013.89,47.91,1.134,2.99,15.15697
2016-10-27,1137.329956,2024.12,48.16,1.19,2.99,16.99193
2016-10-28,1146.52002,2019.42,48.4,1.2,3.05,19.51633
2016-10-31,1146.699951,2008.19,47.44,1.1720000000000002,3.18,23.47263
2016-11-01,1143.329956,2007.39,45.42,1.185,3.3,13.7781
2016-11-02,1145.469971,1978.94,44.08,1.162,3.39,17.77683
2016-11-03,1145.170044,1983.8,43.52,1.1840000000000002,3.38,16.07976
2016-11-04,1143.420044,1982.02,42.84,1.17,3.42,15.72974
2016-11-07,1141.449951,1997.58,42.69,1.209,3.25,24.43784
2016-11-08,1140.550049,2003.38,42.87,1.206,3.2,15.15697
2016-11-09,1127.859985,1958.38,42.57,1.352,3.17,61.63555
2016-11-10,1156.280029,2002.6,43.67,1.414,3.22,45.79974
2016-11-11,1164.949951,1984.43,43.7,1.414,3.22,76.64403
2016-11-14,1164.400024,1974.4,41.95,1.482,3.36,37.57955
2016-11-15,1167.76001,1967.53,41.97,1.468,3.23,30.81247
2016-11-16,1166.689941,1979.65,43.45,1.462,3.23,24.93635
2016-11-17,1169.069946,1980.55,43.47,1.5370000000000001,3.15,22.68773
2016-11-18,1179.150024,1974.58,42.8,1.5859999999999999,3.14,32.50954
2016-11-21,1180.75,1966.05,44.47,1.5470000000000002,3.09,29.47602
2016-11-22,1179.180054,1983.47,46.08,1.5470000000000002,3.02,23.53627
2016-11-23,1167.930054,1987.95,46.07,1.575,2.98,17.69198
2016-11-24,1180.859985,1971.26,45.67,1.605,2.98,17.8935
2016-11-25,1181.050049,1974.46,45.97,1.564,2.97,15.27365
2016-11-28,1172.699951,1978.13,43.76,1.5349999999999997,2.99,18.76325
2016-11-29,1169.709961,1978.39,44.65,1.5230000000000001,3.02,13.9266
2016-11-30,1167.859985,1983.48,44.12,1.61,2.98,14.47815
2016-12-01,1178.130005,1983.75,49.02,1.6660000000000001,2.94,14.84938
2016-12-02,1167.699951,1970.61,50.39,1.6149999999999998,2.97,13.24777
2016-12-05,1169.599976,1963.36,51.64,1.6059999999999999,2.92,20.13152
2016-12-06,1166.98999,1989.86,51.65,1.597,2.88,18.89053
2016-12-07,1170.550049,1991.89,50.35,1.505,2.82,14.22358
2016-12-08,1157.5,2031.07,50.3,1.5699999999999998,2.77,25.85914
2016-12-09,1162.25,2024.69,51.32,1.6110000000000002,2.68,21.6801
2016-12-12,1169.949951,2027.24,54.18,1.6229999999999998,2.66,30.79126
2016-12-13,1164.650024,2035.98,52.85,1.601,2.62,15.22061
2016-12-14,1163.589966,2036.87,52.69,1.6740000000000002,2.56,15.12515
2016-12-15,1179.160034,2036.65,51.65,1.7049999999999998,2.64,30.36699
2016-12-16,1184.430054,2042.24,51.69,1.7040000000000002,2.64,31.5019
2016-12-19,1186.0,2038.39,52.86,1.659,2.66,26.51675
2016-12-20,1186.949951,2041.94,52.09,1.6720000000000002,2.64,24.14085
2016-12-21,1191.469971,2037.96,52.87,1.6709999999999998,2.64,21.12855
2016-12-22,1193.349976,2035.73,51.78,1.694,2.62,21.09673
2016-12-23,1205.099976,2035.9,52.21,1.6840000000000002,2.6,27.66228
2016-12-26,1199.550049,2037.75,52.21,1.6840000000000002,2.6,22.19983
2016-12-27,1199.550049,2042.17,52.72,1.694,2.56,26.77131
2016-12-28,1206.47998,2024.49,53.73,1.647,2.6,34.39753
2016-12-29,1210.339966,2026.46,53.9,1.656,2.63,18.91175
2016-12-30,1205.290039,2026.46,53.83,1.6280000000000001,2.67,18.49809
2017-01-02,1205.449951,2026.16,53.83,1.6250000000000002,2.67,27.02588
2017-01-03,1202.930054,2043.97,54.65,1.617,2.63,17.47984
2017-01-04,1206.01001,2045.64,53.99,1.5659999999999998,2.55,14.65846
2017-01-05,1194.47998,2041.95,54.28,1.5139999999999998,2.59,33.75053
2017-01-06,1180.630005,2049.12,54.25,1.577,2.54,20.49215
2017-01-09,1201.099976,2048.78,54.35,1.557,2.57,22.45439
2017-01-10,1202.52002,2045.12,53.14,1.5670000000000002,2.54,19.19813
2017-01-11,1200.599976,2075.17,52.22,1.5570000000000002,2.58,16.75859
2017-01-12,1187.160034,2087.14,53.45,1.56,2.59,35.37335
2017-01-13,1174.719971,2076.79,54.3,1.597,2.58,26.98345
2017-01-16,1174.050049,2064.17,53.29,1.5830000000000002,2.57,19.77089
2017-01-17,1182.170044,2071.87,53.88,1.5370000000000001,2.62,24.33177
2017-01-18,1160.030029,2070.54,53.84,1.633,2.59,38.24777
2017-01-19,1176.790039,2072.79,53.03,1.6620000000000001,2.56,19.9512
2017-01-20,1173.75,2065.61,52.91,1.667,2.6,15.28425
2017-01-23,1173.300049,2065.99,53.52,1.626,2.67,28.34111
2017-01-24,1162.650024,2065.76,53.98,1.6749999999999998,2.59,29.24268
2017-01-25,1168.030029,2066.94,53.47,1.7200000000000002,2.5,19.86635
2017-01-26,1161.26001,2083.59,53.86,1.724,2.52,24.77725
2017-01-27,1170.670044,2083.59,54.49,1.6960000000000002,2.53,3.94569
2017-01-30,1177.599976,2083.59,54.49,1.7080000000000002,2.55,9.35511
2017-01-31,1169.209961,2067.57,53.23,1.6990000000000003,2.64,16.13279
2017-02-01,1149.25,2080.48,53.22,1.6429999999999998,2.6,22.69834
2017-02-02,1151.949951,2071.01,54.94,1.6550000000000002,2.57,42.27831
2017-02-03,1142.699951,2073.16,55.45,1.6560000000000001,2.51,23.02715
2017-02-06,1137.76001,2077.66,55.31,1.6269999999999998,2.56,40.34789
2017-02-07,1132.709961,2075.21,54.17,1.6089999999999998,2.59,24.17267
2017-02-08,1142.099976,2065.08,53.35,1.5549999999999997,2.63,19.08145
2017-02-09,1144.619995,2065.88,53.79,1.6039999999999996,2.57,14.92363
2017-02-10,1149.910034,2075.08,53.78,1.6109999999999998,2.54,19.90878
2017-02-13,1145.180054,2078.65,54.76,1.63,2.52,22.16801
2017-02-14,1148.699951,2074.57,54.14,1.643,2.47,28.81841
2017-02-15,1137.959961,2083.86,54.0,1.6629999999999998,2.45,24.67119
2017-02-16,1133.099976,2081.84,53.95,1.6440000000000001,2.53,15.91005
2017-02-17,1141.079956,2080.58,54.06,1.6119999999999999,2.55,12.81289
2017-02-20,1149.599976,2084.39,54.46,1.636,2.54,15.12515
2017-02-21,1143.959961,2102.93,54.64,1.6280000000000001,2.52,15.63428
2017-02-22,1141.180054,2106.61,54.68,1.615,2.5,16.82223
2017-02-23,1137.949951,2107.63,54.75,1.585,2.5,23.67416
2017-02-24,1131.810059,2094.12,54.7,1.54,2.57,33.69749
2017-02-27,1130.449951,2085.52,55.18,1.585,2.51,30.99278
2017-02-28,1133.939941,2091.64,55.18,1.5969999999999998,2.5,23.67416
2017-03-01,1136.790039,2091.64,55.13,1.5340000000000003,2.36,17.90411
2017-03-02,1139.569946,2102.65,54.85,1.503,2.33,39.47815
2017-03-03,1149.900024,2078.75,53.68,1.5140000000000002,2.38,38.89478
2017-03-06,1151.969971,2081.36,53.85,1.5160000000000002,2.43,40.87823
2017-03-07,1154.25,2094.05,54.44,1.517,2.49,28.83962
2017-03-08,1149.410034,2095.41,54.02,1.5330000000000001,2.55,31.30038
2017-03-09,1153.619995,2091.06,52.52,1.575,2.62,37.21892
2017-03-10,1159.280029,2097.35,51.16,1.5360000000000003,2.64,27.56682
2017-03-13,1145.959961,2117.59,50.04,1.5659999999999998,2.68,36.51887
2017-03-14,1147.550049,2133.78,49.82,1.5499999999999998,2.77,40.62367
2017-03-15,1148.219971,2133.0,50.01,1.481,2.75,31.09885
2017-03-16,1127.400024,2150.08,50.64,1.539,2.62,79.98515
2017-03-17,1127.01001,2164.58,50.13,1.512,2.64,43.48748
2017-03-20,1126.650024,2157.01,50.05,1.467,2.68,85.53245
2017-03-21,1113.75,2178.38,50.42,1.4329999999999998,2.75,62.92957
2017-03-22,1122.780029,2168.3,49.02,1.433,2.85,24.3742
2017-03-23,1116.410034,2172.72,49.17,1.4460000000000002,2.8,32.27619
2017-03-24,1121.22998,2168.95,48.97,1.443,2.77,16.55706
2017-03-27,1116.140015,2155.66,48.84,1.3980000000000001,2.82,39.89181
2017-03-28,1111.099976,2163.31,49.23,1.401,2.71,23.81204
2017-03-29,1115.5,2166.98,50.14,1.3379999999999999,2.66,19.49512
2017-03-30,1109.949951,2164.64,50.71,1.3869999999999998,2.58,23.16504
2017-03-31,1117.02002,2160.23,50.78,1.3619999999999999,2.53,20.56639
2017-04-03,1115.160034,2167.51,51.67,1.301,2.58,26.12431
2017-04-04,1116.22998,2161.1,51.1,1.335,2.57,18.37081
2017-04-05,1124.099976,2160.85,52.99,1.31,2.52,20.75731
2017-04-06,1127.099976,2152.75,52.64,1.3040000000000003,2.54,27.93805
2017-04-07,1130.0,2151.73,53.94,1.3190000000000002,2.47,26.07127
2017-04-10,1136.0,2133.32,53.88,1.3030000000000002,2.47,41.02672
2017-04-11,1142.030029,2123.85,54.33,1.2530000000000001,2.54,39.43572
2017-04-12,1144.589966,2128.91,54.61,1.2070000000000003,2.55,25.3288
2017-04-13,1133.430054,2148.61,54.16,1.2130000000000003,2.62,25.647
2017-04-14,1135.0,2134.88,54.16,1.2130000000000003,2.62,27.11073
2017-04-17,1135.359985,2145.76,53.49,1.2220000000000002,2.6,20.19516
2017-04-18,1131.800049,2148.46,53.12,1.1640000000000001,2.66,21.39372
2017-04-19,1141.680054,2138.4,53.04,1.2100000000000002,2.61,15.39032
2017-04-20,1141.890015,2149.15,51.46,1.2380000000000002,2.56,13.00381
2017-04-21,1137.109985,2165.04,51.36,1.263,2.55,15.65549
2017-04-24,1133.709961,2173.74,50.94,1.2600000000000002,2.46,21.24522
2017-04-25,1133.839966,2196.85,50.13,1.3,2.39,11.78404
2017-04-26,1125.469971,2207.84,50.57,1.23,2.36,16.38735
2017-04-27,1131.800049,2209.46,50.02,1.2349999999999999,2.38,14.14934
2017-04-28,1129.939941,2205.44,50.16,1.2160000000000002,2.36,8.17776
2017-05-01,1135.640015,2205.44,50.16,1.241,2.35,5.51548
2017-05-02,1136.26001,2219.67,50.16,1.2109999999999999,2.37,16.74798
2017-05-03,1127.76001,2219.67,49.68,1.234,2.34,3.62749
2017-05-04,1132.910034,2241.24,49.68,1.2479999999999998,2.37,8.89902
2017-05-05,1134.939941,2241.24,47.97,1.2449999999999999,2.39,3.9563
2017-05-08,1133.719971,2292.76,47.97,1.2699999999999998,2.37,12.9826
2017-05-09,1132.650024,2292.76,48.38,1.2690000000000001,2.32,3.50021
2017-05-10,1137.859985,2270.12,48.38,1.2790000000000001,2.31,8.47475
2017-05-11,1130.040039,2296.37,49.64,1.2639999999999998,2.32,9.16419
2017-05-12,1123.160034,2286.02,49.46,1.215,2.37,8.99448
2017-05-15,1123.099976,2290.65,50.82,1.2289999999999999,2.33,18.90114
2017-05-16,1117.430054,2295.33,51.09,1.217,2.32,26.32583
2017-05-17,1115.0,2293.08,50.42,1.148,2.43,17.00254
2017-05-18,1120.949951,2286.82,51.0,1.1450000000000002,2.43,11.09461
2017-05-19,1128.410034,2288.48,51.96,1.142,2.37,8.2414
2017-05-22,1117.01001,2304.03,52.79,1.1429999999999998,2.34,19.43148
2017-05-23,1114.780029,2311.74,52.31,1.1480000000000001,2.29,9.12176
2017-05-24,1124.569946,2317.34,53.1,1.0809999999999997,2.3,8.69749
2017-05-25,1118.380005,2342.93,52.78,1.0939999999999999,2.31,10.43699
2017-05-26,1119.560059,2355.3,50.42,1.089,2.31,8.14594
2017-05-29,1118.75,2352.97,50.65,1.085,2.3,16.69495
2017-05-30,1122.839966,2343.68,50.48,1.0500000000000003,2.31,7.67925
2017-05-31,1123.900024,2347.38,50.09,1.051,2.36,8.46414
2017-06-01,1119.02002,2344.61,50.16,1.0550000000000002,2.31,6.48069
2017-06-02,1121.040039,2371.72,48.34,1.0039999999999998,2.31,6.24734
2017-06-05,1117.449951,2368.62,48.77,1.0199999999999998,2.29,8.82477
2017-06-06,1116.949951,2368.62,47.89,0.9850000000000001,2.32,3.06533
2017-06-07,1117.459961,2360.14,48.42,1.0050000000000001,2.31,6.3428
2017-06-08,1123.140015,2363.57,47.07,1.0140000000000002,2.32,8.0823
2017-06-09,1121.51001,2381.69,46.46,1.006,2.3,6.90496
2017-06-12,1124.099976,2357.87,47.02,1.01,2.27,15.85702
2017-06-13,1130.48999,2374.7,47.3,1.0039999999999998,2.24,11.68858
2017-06-14,1126.550049,2372.64,46.84,0.9379999999999997,2.28,5.84429
2017-06-15,1118.900024,2361.65,45.37,0.9630000000000001,2.27,14.96605
2017-06-16,1129.939941,2361.83,45.88,0.9590000000000001,2.3,11.81586
2017-06-19,1131.140015,2370.9,45.68,0.9789999999999999,2.26,16.45099
2017-06-20,1135.72998,2369.23,45.62,0.9430000000000001,2.31,12.1871
2017-06-21,1140.849976,2357.53,44.32,0.9450000000000001,2.35,17.23589
2017-06-22,1142.5,2370.37,43.5,0.9380000000000002,2.38,9.93848
2017-06-23,1139.050049,2378.6,44.17,0.937,2.37,10.00212
2017-06-26,1133.449951,2388.66,44.17,0.9279999999999997,2.34,15.61306
2017-06-27,1133.079956,2391.95,45.03,0.9879999999999998,2.3,7.47772
2017-06-28,1139.959961,2382.56,45.3,1.014,2.3,12.05982
2017-06-29,1137.699951,2395.66,46.36,1.0419999999999998,2.3,10.47942
2017-06-30,1146.140015,2391.79,46.47,1.0659999999999998,2.31,17.58591
2017-07-03,1144.810059,2394.48,47.62,1.0999999999999999,2.26,15.81459
2017-07-04,1149.579956,2380.52,48.43,1.089,2.26,18.39202
2017-07-05,1149.199951,2388.35,48.34,1.0939999999999999,2.28,13.44929
2017-07-06,1152.849976,2387.81,47.07,1.1349999999999998,2.31,22.76198
2017-07-07,1156.369995,2379.87,46.05,1.169,2.35,14.563
2017-07-10,1153.810059,2382.1,45.24,1.1590000000000003,2.36,25.67882
2017-07-11,1153.810059,2396.0,45.27,1.1570000000000003,2.37,8.11412
2017-07-12,1147.969971,2391.77,46.82,1.115,2.34,14.67967
2017-07-13,1137.119995,2409.49,46.1,1.1389999999999998,2.31,22.92108
2017-07-14,1136.630005,2414.63,46.99,1.128,2.3,11.43402
2017-07-17,1127.51001,2425.1,47.65,1.105,2.26,20.70428
2017-07-18,1127.660034,2426.04,47.2,1.06,2.27,19.56936
2017-07-19,1124.27002,2429.94,47.41,1.0459999999999998,2.24,21.12855
2017-07-20,1123.5,2441.84,48.33,1.034,2.22,13.83114
2017-07-21,1120.560059,2450.06,48.17,1.0170000000000001,2.25,9.27025
2017-07-24,1116.109985,2451.53,46.51,1.024,2.23,21.5316
2017-07-25,1113.900024,2439.9,47.3,1.0889999999999997,2.16,16.66313
2017-07-26,1119.23999,2434.51,49.05,1.0650000000000002,2.19,11.16885
2017-07-27,1111.849976,2443.24,49.35,1.0939999999999999,2.18,12.55833
2017-07-28,1115.51001,2400.99,49.72,1.0739999999999998,2.19,6.45948
2017-07-31,1124.050049,2402.71,50.38,1.0739999999999998,2.2,9.30207
2017-08-01,1118.72998,2422.96,51.22,1.036,2.19,7.39287
2017-08-02,1120.369995,2427.63,50.29,1.049,2.19,4.94272
2017-08-03,1122.099976,2386.85,50.83,0.9989999999999999,2.22,9.75816
2017-08-04,1127.25,2395.45,50.36,1.0369999999999997,2.21,8.11412
2017-08-07,1127.199951,2398.75,50.8,1.0270000000000001,2.22,11.14764
2017-08-08,1125.349976,2394.73,51.24,1.03,2.22,8.44293
2017-08-09,1126.069946,2368.39,51.24,1.0370000000000001,2.37,20.37547
2017-08-10,1138.22998,2359.47,51.62,0.9890000000000001,2.47,19.7921
2017-08-11,1143.52002,2319.71,49.86,0.9899999999999998,2.52,17.52227
2017-08-14,1141.459961,2334.22,50.36,1.0120000000000002,2.44,11.5613
2017-08-15,1138.920044,2334.22,49.26,1.036,2.41,2.17437
2017-08-16,1135.180054,2348.26,49.53,0.98,2.43,13.49172
2017-08-17,1134.800049,2361.67,48.65,0.9490000000000001,2.46,5.90793
2017-08-18,1140.47998,2358.37,49.26,0.964,2.49,7.27619
2017-08-21,1139.060059,2355.0,50.72,0.9599999999999997,2.5,13.88417
2017-08-22,1137.930054,2365.33,49.97,0.984,2.44,14.0857
2017-08-23,1131.160034,2366.4,49.93,0.9410000000000001,2.45,11.10521
2017-08-24,1125.449951,2375.84,50.55,0.9610000000000001,2.41,6.25795
2017-08-25,1127.280029,2378.51,50.56,0.9359999999999999,2.4,5.78065
2017-08-28,1120.800049,2370.3,50.55,0.9209999999999998,2.39,15.86762
2017-08-29,1118.01001,2364.74,50.1,0.9019999999999999,2.38,11.57191
2017-08-30,1124.140015,2372.29,49.93,0.9060000000000001,2.35,9.16419
2017-08-31,1123.329956,2363.19,49.26,0.8959999999999999,2.36,8.76113
2017-09-01,1123.540039,2357.69,49.26,0.9359999999999999,2.32,4.64573
2017-09-04,1118.949951,2329.65,50.6,0.9359999999999999,2.32,21.46796
2017-09-05,1132.130005,2326.62,51.02,0.8430000000000002,2.41,9.15358
2017-09-06,1131.650024,2319.82,52.14,0.8679999999999999,2.33,10.43699
2017-09-07,1131.52002,2346.19,52.99,0.8299999999999998,2.38,7.31862
2017-09-08,1127.030029,2343.72,53.18,0.8449999999999998,2.4,5.48366
2017-09-11,1132.869995,2359.08,52.14,0.9019999999999999,2.33,6.40644
2017-09-12,1129.430054,2365.47,52.17,0.9169999999999998,2.3,6.36402
2017-09-13,1127.599976,2360.18,52.87,0.925,2.28,4.40178
2017-09-14,1130.130005,2377.66,53.57,0.9019999999999999,2.26,4.20025
2017-09-15,1133.180054,2386.07,53.64,0.905,2.26,3.18201
2017-09-18,1133.300049,2418.21,54.19,0.929,2.18,5.15485
2017-09-19,1128.819946,2416.05,54.07,0.9430000000000001,2.18,3.88205
2017-09-20,1130.359985,2412.2,53.93,0.9550000000000001,2.13,4.01994
2017-09-21,1131.180054,2406.5,54.65,0.97,2.14,10.15061
2017-09-22,1130.349976,2388.71,54.66,0.9530000000000001,2.16,12.49469
