Date,keyword
2019-01-17,3.51081
2019-01-18,2.63046
2019-01-19,0.91217
2019-01-20,1.14552
2019-01-21,11.68858
2019-01-22,7.25498
2019-01-23,3.45778
2019-01-24,2.80016
2019-01-25,3.20322
2019-01-26,1.23037
2019-01-27,1.32583
2019-01-28,9.80059
2019-01-29,3.73355
2019-01-30,3.13958
2019-01-31,8.14594
2019-02-01,8.28383
2019-02-02,0.88035
2019-02-03,0.62579
2019-02-04,0.72125
2019-02-05,0.8061
2019-02-06,1.47433
2019-02-07,5.34577
2019-02-08,3.61688
2019-02-09,0.96521
2019-02-10,1.25159
2019-02-11,8.30504
2019-02-12,5.80186
2019-02-13,4.5927
2019-02-14,2.83198
2019-02-15,7.84896
2019-02-16,1.84556
2019-02-17,1.37887
2019-02-18,7.84896
2019-02-19,6.70343
2019-02-20,6.51251
2019-02-21,4.36996
2019-02-22,3.02291
2019-02-23,1.19855
2019-02-24,1.25159
2019-02-25,10.47942
2019-02-26,6.21552
2019-02-27,3.71234
2019-02-28,3.86084
2019-03-01,1.53797
2019-03-02,1.30462
2019-03-03,1.71828
2019-03-04,7.70046
2019-03-05,3.86084
2019-03-06,4.42299
2019-03-07,3.20322
2019-03-08,15.52821
2019-03-09,2.41832
